# mapping_set_id: https://blackcatinformatics.ca/gmeow/mappings/properties
# mapping_set_version: 0.1.0
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_tool: gmeow compile-mappings
# mapping_tool_version: 0.1.0
# mapping_date: 2026-06-03
# comment: Canonical GMEOW property alignments. equivalentProperty for same-typed synonyms; skos:closeMatch for cross-type/fuzzy links.
# curie_map:
#   bfo: http://purl.obolibrary.org/obo/
#   bibo: http://purl.org/ontology/bibo/
#   crm: http://www.cidoc-crm.org/cidoc-crm/
#   dcterms: http://purl.org/dc/terms/
#   doap: http://usefulinc.com/ns/doap#
#   dpv: https://w3id.org/dpv#
#   foaf: http://xmlns.com/foaf/0.1/
#   gmeow: https://blackcatinformatics.ca/gmeow/
#   gufo: http://purl.org/nemo/gufo#
#   org: http://www.w3.org/ns/org#
#   owl: http://www.w3.org/2002/07/owl#
#   prov: http://www.w3.org/ns/prov#
#   rel: http://purl.org/vocab/relationship/
#   schema: https://schema.org/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   vcard: http://www.w3.org/2006/vcard/ns#
subject_id	predicate_id	object_id	object_label	mapping_justification	confidence	comment
gmeow:email	skos:closeMatch	vcard:hasEmail		semapv:ManualMappingCuration	0.9	
gmeow:hasAuthor	owl:equivalentProperty	schema:author		semapv:ManualMappingCuration	1.0	
gmeow:hasAuthor	skos:closeMatch	foaf:maker		semapv:ManualMappingCuration	0.9	
gmeow:hasChild	owl:equivalentProperty	rel:parentOf		semapv:ManualMappingCuration	0.95	
gmeow:hasChild	owl:equivalentProperty	schema:children		semapv:ManualMappingCuration	1.0	
gmeow:hasContactPoint	owl:equivalentProperty	schema:contactPoint		semapv:ManualMappingCuration	0.9	
gmeow:hasContributor	skos:closeMatch	doap:developer		semapv:ManualMappingCuration	0.7	
gmeow:hasMember	skos:closeMatch	org:member		semapv:ManualMappingCuration	0.8	
gmeow:hasOccupation	owl:equivalentProperty	schema:hasOccupation		semapv:ManualMappingCuration	1.0	
gmeow:hasParent	owl:equivalentProperty	rel:childOf		semapv:ManualMappingCuration	0.95	childOf points child->parent = hasParent
gmeow:hasParent	owl:equivalentProperty	schema:parent		semapv:ManualMappingCuration	1.0	
gmeow:hasPart	skos:closeMatch	bfo:BFO_0000051	has part	semapv:ManualMappingCuration	0.85	BFO has-part is the OBO hub; GMEOW hasPart is broader and keeps specialized subproperties for precise semantics
gmeow:hasPart	skos:closeMatch	crm:P46_is_composed_of		semapv:ManualMappingCuration	0.75	CIDOC CRM P46 is composed of — narrower than GMEOW universal hasPart
gmeow:hasPart	skos:closeMatch	dcterms:hasPart		semapv:ManualMappingCuration	0.75	
gmeow:hasPart	skos:closeMatch	schema:hasPart		semapv:ManualMappingCuration	0.8	
gmeow:hasRepository	skos:closeMatch	doap:repository		semapv:ManualMappingCuration	0.9	
gmeow:hasSibling	owl:equivalentProperty	rel:siblingOf		semapv:ManualMappingCuration	1.0	
gmeow:hasSibling	owl:equivalentProperty	schema:sibling		semapv:ManualMappingCuration	1.0	
gmeow:hasSpouse	owl:equivalentProperty	rel:spouseOf		semapv:ManualMappingCuration	1.0	
gmeow:hasSpouse	owl:equivalentProperty	schema:spouse		semapv:ManualMappingCuration	1.0	
gmeow:hasWebPage	skos:closeMatch	foaf:homepage		semapv:ManualMappingCuration	0.8	
gmeow:hasWebPage	skos:closeMatch	schema:url		semapv:ManualMappingCuration	0.8	
gmeow:holdsAccount	owl:equivalentProperty	foaf:account		semapv:ManualMappingCuration	1.0	
gmeow:identifier	skos:closeMatch	bibo:doi		semapv:ManualMappingCuration	0.8	
gmeow:latitude	owl:equivalentProperty	schema:latitude		semapv:ManualMappingCuration	1.0	
gmeow:longitude	owl:equivalentProperty	schema:longitude		semapv:ManualMappingCuration	1.0	
gmeow:memberOf	owl:equivalentProperty	schema:memberOf		semapv:ManualMappingCuration	1.0	
gmeow:memberOf	skos:closeMatch	org:memberOf		semapv:ManualMappingCuration	0.9	
gmeow:name	owl:equivalentProperty	foaf:name		semapv:ManualMappingCuration	1.0	
gmeow:name	owl:equivalentProperty	schema:name		semapv:ManualMappingCuration	1.0	
gmeow:name	skos:closeMatch	vcard:fn		semapv:ManualMappingCuration	0.9	
gmeow:partOf	skos:closeMatch	bfo:BFO_0000050	part of	semapv:ManualMappingCuration	0.85	BFO continuant/occurrent parthood is the OBO hub; GMEOW partOf is a broader universal spine across modules
gmeow:partOf	skos:closeMatch	crm:P46i_forms_part_of		semapv:ManualMappingCuration	0.75	CIDOC CRM P46 inverse forms part of — physical/conceptual object parthood; narrower than GMEOW universal partOf
gmeow:partOf	skos:closeMatch	dcterms:isPartOf		semapv:ManualMappingCuration	0.75	
gmeow:partOf	skos:closeMatch	gufo:TemporaryParthoodSituation		semapv:ManualMappingCuration	0.5	Intentional cross-category closeMatch: gUFO's TemporaryParthoodSituation class is the reified reference pattern for mutable endurant parthood; GMEOW partOf remains the flat property shortcut, not an OWL property equivalence
gmeow:partOf	skos:closeMatch	gufo:isCollectionMemberOf		semapv:ManualMappingCuration	0.55	gUFO collection membership is intransitive member-to-collection parthood; a narrower case of the GMEOW universal spine
gmeow:partOf	skos:closeMatch	gufo:isComponentOf		semapv:ManualMappingCuration	0.65	gUFO component parthood is endurant/component-specific and not generally transitive; GMEOW partOf is broader
gmeow:partOf	skos:closeMatch	gufo:isSubCollectionOf		semapv:ManualMappingCuration	0.6	gUFO subcollection parthood is collection-specific; GMEOW partOf is the broader cross-module spine
gmeow:partOf	skos:closeMatch	schema:isPartOf		semapv:ManualMappingCuration	0.8	
gmeow:subOrganizationOf	owl:equivalentProperty	org:subOrganizationOf		semapv:ManualMappingCuration	0.9	
gmeow:subOrganizationOf	owl:equivalentProperty	schema:parentOrganization		semapv:ManualMappingCuration	0.9	
gmeow:telephone	owl:equivalentProperty	schema:telephone		semapv:ManualMappingCuration	1.0	
gmeow:telephone	skos:closeMatch	vcard:hasTelephone		semapv:ManualMappingCuration	0.9	
gmeow:title	skos:closeMatch	dcterms:title		semapv:ManualMappingCuration	0.9	
gmeow:wasAttributedTo	owl:equivalentProperty	prov:wasAttributedTo		semapv:ManualMappingCuration	1.0	
gmeow:wasGeneratedBy	owl:equivalentProperty	prov:wasGeneratedBy		semapv:ManualMappingCuration	1.0	
