# mapping_set_id: https://blackcatinformatics.ca/gmeow/mappings/genealogy
# mapping_set_version: 0.1.0
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_tool: gmeow compile-mappings
# mapping_tool_version: 0.1.0
# mapping_date: 2026-06-03
# comment: Genealogy alignments — events to BIO + GEDCOM X fact types; kinship to Wikidata; legacy W3C gedcom predicates for coverage. Supersedes the unmaintained SWAP gedcom as the canonical model.
# curie_map:
#   bio: http://purl.org/vocab/bio/0.1/
#   gedcom: http://www.w3.org/2000/10/swap/pim/gedcom#
#   gmeow: https://blackcatinformatics.ca/gmeow/
#   gn: http://www.geonames.org/ontology#
#   gx: http://gedcomx.org/
#   gxv: http://gedcomx.org/v1/
#   owl: http://www.w3.org/2002/07/owl#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   wdt: http://www.wikidata.org/prop/direct/
subject_id	predicate_id	object_id	mapping_justification	confidence	comment
gmeow:Probate	skos:closeMatch	gx:Probate	semapv:ManualMappingCuration	0.9	GEDCOM X fact type
gmeow:Residence	skos:closeMatch	gx:Residence	semapv:ManualMappingCuration	0.9	GEDCOM X fact type
gmeow:Retirement	skos:closeMatch	gx:Retirement	semapv:ManualMappingCuration	0.9	GEDCOM X fact type
gmeow:Separation	skos:closeMatch	gx:Separation	semapv:ManualMappingCuration	0.9	GEDCOM X fact type
gmeow:Source	skos:closeMatch	gxv:SourceDescription	semapv:ManualMappingCuration	0.85	
gmeow:StepParentChild	skos:closeMatch	gx:StepParent	semapv:ManualMappingCuration	0.9	
gmeow:Will	skos:closeMatch	gx:Will	semapv:ManualMappingCuration	0.9	GEDCOM X fact type
gmeow:eventDate	skos:closeMatch	bio:date	semapv:ManualMappingCuration	0.9	
gmeow:eventDate	skos:closeMatch	gedcom:date	semapv:ManualMappingCuration	0.8	legacy W3C gedcom
gmeow:eventPlace	skos:closeMatch	bio:place	semapv:ManualMappingCuration	0.9	
gmeow:eventPlace	skos:closeMatch	gedcom:place	semapv:ManualMappingCuration	0.8	legacy W3C gedcom
gmeow:hasChild	skos:closeMatch	bio:child	semapv:ManualMappingCuration	0.9	
gmeow:hasChild	skos:closeMatch	gedcom:child	semapv:ManualMappingCuration	0.8	legacy W3C gedcom
gmeow:hasChild	skos:closeMatch	wdt:P40	semapv:ManualMappingCuration	0.95	child
gmeow:hasFather	skos:closeMatch	bio:father	semapv:ManualMappingCuration	0.9	
gmeow:hasFather	skos:closeMatch	wdt:P22	semapv:ManualMappingCuration	0.95	father
gmeow:hasMother	skos:closeMatch	bio:mother	semapv:ManualMappingCuration	0.9	
gmeow:hasMother	skos:closeMatch	wdt:P25	semapv:ManualMappingCuration	0.95	mother
gmeow:hasOfficiant	skos:closeMatch	bio:officiator	semapv:ManualMappingCuration	0.9	
gmeow:hasParent	skos:closeMatch	wdt:P8810	semapv:ManualMappingCuration	0.9	parent (gender-neutral)
gmeow:hasParticipant	skos:closeMatch	bio:agent	semapv:ManualMappingCuration	0.85	
gmeow:hasPartner	skos:closeMatch	gedcom:husband	semapv:ManualMappingCuration	0.7	legacy W3C gedcom couple role
gmeow:hasPartner	skos:closeMatch	gedcom:wife	semapv:ManualMappingCuration	0.7	legacy W3C gedcom couple role
gmeow:hasPrincipal	skos:closeMatch	bio:principal	semapv:ManualMappingCuration	0.9	
gmeow:hasSibling	skos:closeMatch	wdt:P3373	semapv:ManualMappingCuration	0.95	sibling
gmeow:hasSpouse	skos:closeMatch	wdt:P26	semapv:ManualMappingCuration	0.95	spouse
gmeow:hasWitness	skos:closeMatch	bio:witness	semapv:ManualMappingCuration	0.9	
