# mapping_set_id: https://blackcatinformatics.ca/gmeow/mappings/places
# mapping_set_version: 0.1.0
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_tool: gmeow-dev sync --mode update --outputs generated (mappings)
# mapping_tool_version: 0.1.0
# mapping_date: 2026-06-03
# comment: "Location alignments for comprehensive geo interop \u2014 schema.org, GeoSPARQL, GeoNames, Getty (gvp), Wikidata, WGS84, vCard, BOT, ifcOWL, IVOA, UAT, SWEET, IEEE 1872-2015 CORA, KnowRob, SOMA, FALDO, Sequence Ontology. placeType/storageMedium/celestialObjectType/sequenceFeatureType are value individuals aligned (closeMatch) to external classes/feature-codes; address components align to schema.org + vCard for lossless round-trip; containedInPlace aligns to the topological \"within\"/parent relations of every geo vocab. StorageLocation/Location/storage* and authorityLink are canonical (no faithful external term). Coreference of place INSTANCES to gazetteer records is done in data with skos:exactMatch + gmeow:authorityLink (Wikidata as hub), not here. Added (stream-to-trajectory design): Stream \u2192 sta:Datastream; LocationState \u2192 sta:HistoricalLocation + sosa:Sample; Trajectory \u2192 sta:Datastream. Added: indoor realm bridging to BOT (Zone/Site/Building/Storey/Space, containsZone, adjacentZone) and ifcOWL (IfcBuilding/IfcBuildingStorey/IfcSpace/IfcSite) by reference. Added (celestial-frame design): CelestialLocation / CelestialCoordinates bridging to IVOA refframe/refposition/object-type, UAT, and SWEET. IVOA timescale alignments live in temporal.ttl. Added (robotic-frame design): Robotic realm bridging to IEEE 1872-2015 CORA (Robot, RoboticSystem), KnowRob (SemanticEnvironmentMap, RobotBaseTrajectory, Joint, FrameOfReference), and SOMA (ArtificialAgent). Added (biological-sequence design): Biological-sequence realm bridging to FALDO (Region, begin, end, ForwardStrandPosition, ReverseStrandPosition, reference), Sequence Ontology (sequence_feature, gene, exon, intron, CDS, SNP, chromosome), and Wikidata (GRCh38, genomic location, sense/antisense strand). Added (geocoding design): Geocode and geocoding ReferenceFrames (Plus Code, what3words, geohash, MGRS, UN/LOCODE, mile-marker) aligned to Wikidata QIDs. Added (spatial-measurement design): SpatialMeasurement / CoordinateObservation bridging to GeoSPARQL geo:Feature and schema.org GeoCoordinates. Added (cadastral design): Cadastral / land-administration realm bridging to ISO 19152 LADM (LA_SpatialUnit, LA_RRR, LA_Party, LA_BoundaryFace) and INSPIRE Cadastral Parcels (CadastralParcel, CadastralBoundary, CadastralZoning, BasicPropertyUnit, nationalCadastralReference) by reference. Added (vertical/maritime/aviation-zone design): Maritime / aviation zones aligned to MRGID ontology (direct), AIXM / UNCLOS / IHO S-100 via Wikidata hub; vertical-dimension reference frames (altitude MSL, flight level, AGL, depth MSL, chart datum)."
# curie_map:
#   bfo: http://purl.obolibrary.org/obo/
#   bot: https://w3id.org/bot#
#   brick: https://brickschema.org/schema/Brick#
#   cora: http://purl.org/ieee1872-owl/cora#
#   cp: http://inspire.ec.europa.eu/ont/cp#
#   crm: http://www.cidoc-crm.org/cidoc-crm/
#   crmgeo: http://www.ics.forth.gr/isl/CRMgeo/
#   dcterms: http://purl.org/dc/terms/
#   faldo: http://biohackathon.org/resource/faldo#
#   geo: http://www.opengis.net/ont/geosparql#
#   gmeow: https://blackcatinformatics.ca/gmeow/
#   gn: http://www.geonames.org/ontology#
#   gvp: http://vocab.getty.edu/ontology#
#   ifc: http://www.buildingsmart-tech.org/ifcOWL/IFC4#
#   ivoa: http://www.ivoa.net/rdf/
#   knowrob: http://knowrob.org/kb/knowrob.owl#
#   ladm: http://www.opengis.net/ont/ladm#
#   lgdo: http://linkedgeodata.org/ontology/
#   mf: http://www.opengis.net/ont/movingfeatures#
#   mls: http://www.w3.org/ns/mls#
#   mrg: http://marineregions.org/ns/ontology#
#   owl: http://www.w3.org/2002/07/owl#
#   pleiades: http://pleiades.stoa.org/places/vocab#
#   pos: http://purl.org/ieee1872-owl/pos#
#   schema: https://schema.org/
#   semapv: https://w3id.org/semapv/vocab/
#   sf: http://www.opengis.net/ont/sf#
#   skos: http://www.w3.org/2004/02/skos/core#
#   so: http://purl.obolibrary.org/obo/SO_
#   soma: http://www.ease-crc.org/ont/SOMA.owl#
#   sosa: http://www.w3.org/ns/sosa/
#   sta: http://www.opengis.net/def/ont/sensorthings/1.1/
#   time: http://www.w3.org/2006/time#
#   vcard: http://www.w3.org/2006/vcard/ns#
#   wd: http://www.wikidata.org/entity/
#   wdt: http://www.wikidata.org/prop/direct/
#   wgs84: http://www.w3.org/2003/01/geo/wgs84_pos#
#   whg: https://whgazetteer.org/
subject_id	predicate_id	object_id	object_label	mapping_justification	confidence	comment
gmeow:Orientation	skos:closeMatch	pos:OrientationMeasure	Orientation Measure	semapv:ManualMappingCuration	0.85	
gmeow:Place	skos:closeMatch	bot:Zone		semapv:ManualMappingCuration	0.75	BOT Zone is a 3D spatial extent (physical or virtual); GMEOW Place is broader (includes outdoor, non-building geographic places), so the alignment is closeMatch rather than exact.
gmeow:Place	skos:closeMatch	crmgeo:SP5_Geometric_Place_Expression	Geometric Place Expression	semapv:ManualMappingCuration	0.7	
gmeow:Place	skos:closeMatch	ladm:LA_SpatialUnit		semapv:ManualMappingCuration	0.85	GMEOW Place is broader: it covers any geographic location, while LADM LA_SpatialUnit is specifically a spatial unit in a land-administration context. A Place typed as placeTypeParcel is the closest match.
gmeow:Place	skos:closeMatch	lgdo:Place		semapv:ManualMappingCuration	0.8	
gmeow:Place	skos:closeMatch	mrg:Place	Place	semapv:ManualMappingCuration	0.8	Marine Regions Place is a geographic feature in the marine domain; GMEOW Place is the general geographic location superclass. Directional lossy projection.
gmeow:Place	skos:closeMatch	pleiades:Place		semapv:ManualMappingCuration	0.85	
gmeow:Place	skos:closeMatch	whg:Place		semapv:ManualMappingCuration	0.8	
gmeow:PlaceNaming	skos:closeMatch	crm:E41_Appellation	Appellation	semapv:ManualMappingCuration	0.8	CIDOC-CRM E41_Appellation is the time-spanned name; GMEOW PlaceNaming is the reified relator (NameUsage) that binds a PlaceName to a Place over an interval.
gmeow:Pose	skos:closeMatch	pos:QuantitativePose	Quantitative Pose	semapv:ManualMappingCuration	0.85	
gmeow:Pose	skos:closeMatch	wd:Q1055020	pose	semapv:ManualMappingCuration	0.8	
gmeow:ReferenceFrame	skos:closeMatch	knowrob:FrameOfReference	FrameOfReference	semapv:ManualMappingCuration	0.85	KnowRob FrameOfReference is a general spatial reference frame; GMEOW ReferenceFrame is the upper-ontology-grounded, realm-typed equivalent.
gmeow:RegulatoryOverlay	skos:closeMatch	cp:CadastralZoning		semapv:ManualMappingCuration	0.75	INSPIRE CadastralZoning is a specific kind of spatial regulatory overlay (cadastral hierarchy); GMEOW RegulatoryOverlay with overlayTypeZoning is the closest general match.
gmeow:RegulatoryOverlay	skos:closeMatch	mrg:MaritimeBoundary	MaritimeBoundary	semapv:ManualMappingCuration	0.6	Marine Regions MaritimeBoundary is a maritime-specific regulatory boundary; GMEOW RegulatoryOverlay is the general time-scoped regulatory overlay. Directional lossy projection.
gmeow:RegulatoryOverlay	skos:closeMatch	schema:AdministrativeArea		semapv:ManualMappingCuration	0.6	schema.org AdministrativeArea is a flat Place subclass for government-defined areas; GMEOW RegulatoryOverlay is a reified, time-scoped situation that binds a place, an authority, a regulation type, and optional deontic rules. Directional lossy projection.
gmeow:RegulatoryOverlay	skos:closeMatch	wd:Q1055894	administrative territorial entity	semapv:ManualMappingCuration	0.75	Wikidata Q1055894 is the general concept of an administrative territorial entity; GMEOW RegulatoryOverlay adds time-scoping, authority, regulation type, and deontic linkage.
gmeow:RightsStatement	skos:closeMatch	ladm:LA_RRR		semapv:ManualMappingCuration	0.85	GMEOW RightsStatement (deontic rules: permissions, prohibitions, duties) maps to LADM LA_RRR (rights, restrictions, responsibilities). Both are machine-readable statements of the rights situation.
gmeow:SequenceCoordinates	skos:closeMatch	faldo:Region	Region	semapv:ManualMappingCuration	0.85	FALDO Region models interval coordinates via begin/end; GMEOW SequenceCoordinates carries explicit start/end/strand and reference-assembly linkage.
gmeow:SequenceFeature	skos:relatedMatch	wd:Q7187	gene	semapv:ManualMappingCuration	0.75	Wikidata Q7187 is the prototypical sequence feature (gene); GMEOW SequenceFeature is the general class for any feature on a biological sequence.
gmeow:SequenceFeatureType	skos:closeMatch	so:0000110	sequence_feature	semapv:ManualMappingCuration	0.9	SO sequence_feature is the root class for all sequence features; GMEOW SequenceFeatureType is the open value vocabulary of feature kinds.
gmeow:SpatialMeasurement	skos:relatedMatch	geo:SpatialObject		semapv:ManualMappingCuration	0.6	GeoSPARQL SpatialObject is the broad top class for anything with spatial representation; GMEOW SpatialMeasurement is an observation relator, not a spatial object itself. Related match only.
gmeow:Stream	skos:closeMatch	sta:Datastream		semapv:ManualMappingCuration	0.85	SensorThings Datastream groups observations by sensor + observed property.
gmeow:Trajectory	skos:broadMatch	knowrob:RobotBaseTrajectory	RobotBaseTrajectory	semapv:ManualMappingCuration	0.8	KnowRob RobotBaseTrajectory is a time-ordered path of robot base poses; GMEOW Trajectory is the generalised time-ordered path of LocationStates for any entity.
gmeow:Trajectory	skos:closeMatch	mf:TemporalTrajectory	temporal trajectory	semapv:ManualMappingCuration	0.8	
gmeow:Trajectory	skos:relatedMatch	crm:E92_Spacetime_Volume	Spacetime Volume	semapv:ManualMappingCuration	0.6	a Trajectory is a continuous spacetime volume (relatedMatch, not closeMatch — a trajectory is a path, not any arbitrary volume)
gmeow:Trajectory	skos:relatedMatch	sta:Datastream		semapv:ManualMappingCuration	0.6	Trajectory as the continuous form of a stream; weaker alignment than Stream→Datastream.
gmeow:VirtualLocation	skos:closeMatch	schema:VirtualLocation		semapv:ManualMappingCuration	0.9	
gmeow:addressLocality	owl:equivalentProperty	schema:addressLocality		semapv:ManualMappingCuration	1.0	
gmeow:addressLocality	skos:closeMatch	vcard:locality		semapv:ManualMappingCuration	0.9	
gmeow:addressPlace	skos:closeMatch	schema:address		semapv:ManualMappingCuration	0.7	
gmeow:addressRegion	owl:equivalentProperty	schema:addressRegion		semapv:ManualMappingCuration	1.0	
gmeow:addressRegion	skos:closeMatch	vcard:region		semapv:ManualMappingCuration	0.9	
gmeow:adjacentTo	skos:closeMatch	bot:adjacentZone		semapv:ManualMappingCuration	0.85	
gmeow:asGeoJSON	skos:closeMatch	geo:asGeoJSON		semapv:ManualMappingCuration	0.9	
gmeow:asWKT	skos:closeMatch	geo:asWKT		semapv:ManualMappingCuration	0.9	
gmeow:authorityLink	skos:closeMatch	whg:closeMatch		semapv:ManualMappingCuration	0.7	
gmeow:bearing	skos:closeMatch	wd:Q123429	bearing	semapv:ManualMappingCuration	0.8	
gmeow:celestialObjectTypeGalaxy	skos:closeMatch	ivoa:object-type/galaxy		semapv:ManualMappingCuration	0.9	
gmeow:celestialObjectTypeNebula	skos:closeMatch	ivoa:object-type/nebula		semapv:ManualMappingCuration	0.9	
gmeow:celestialObjectTypePlanet	skos:closeMatch	ivoa:object-type/planet		semapv:ManualMappingCuration	0.9	
gmeow:celestialObjectTypePlanet	skos:closeMatch	ivoa:uat#planets	planets	semapv:ManualMappingCuration	0.85	
gmeow:celestialObjectTypeStar	skos:closeMatch	ivoa:object-type/star		semapv:ManualMappingCuration	0.9	
gmeow:containedInPlace	skos:closeMatch	dcterms:isPartOf		semapv:ManualMappingCuration	0.7	
gmeow:containedInPlace	skos:closeMatch	geo:sfWithin		semapv:ManualMappingCuration	0.8	
gmeow:containedInPlace	skos:closeMatch	gn:parentFeature		semapv:ManualMappingCuration	0.8	
gmeow:containedInPlace	skos:closeMatch	lgdo:parentPlace		semapv:ManualMappingCuration	0.7	
gmeow:containedInPlace	skos:closeMatch	mrg:isPartOf	isPartOf	semapv:ManualMappingCuration	0.7	Marine Regions isPartOf expresses administrative/mereological containment; GMEOW containedInPlace is the transitive geographic containment relation. Directional lossy projection.
gmeow:containedInPlace	skos:closeMatch	wdt:P131		semapv:ManualMappingCuration	0.8	
gmeow:containsPlace	skos:closeMatch	bot:containsZone		semapv:ManualMappingCuration	0.85	Direct alignment: both gmeow:containsPlace and bot:containsZone represent parent→child containment.
gmeow:coordinateResult	skos:relatedMatch	geo:asWKT		semapv:ManualMappingCuration	0.6	coordinateResult points to a GeoCoordinates entity; geo:asWKT is a literal property on a Geometry. The projection layer bridges them via the CoordinateObservation path.
gmeow:countryCode	skos:closeMatch	schema:addressCountry		semapv:ManualMappingCuration	0.8	
gmeow:countryCode	skos:closeMatch	vcard:country-name		semapv:ManualMappingCuration	0.7	
gmeow:elevation	skos:closeMatch	schema:elevation		semapv:ManualMappingCuration	0.9	
gmeow:elevation	skos:closeMatch	wgs84:alt		semapv:ManualMappingCuration	0.9	
gmeow:eulerOrder	skos:closeMatch	wd:Q465493	Euler angles	semapv:ManualMappingCuration	0.8	
gmeow:extendedAddress	skos:closeMatch	vcard:extended-address		semapv:ManualMappingCuration	0.9	
gmeow:frameKindConfigurationSpace	skos:closeMatch	wd:Q1156912	configuration space	semapv:ManualMappingCuration	0.85	
gmeow:frameKindHilbert	skos:closeMatch	wd:Q190056	Hilbert space	semapv:ManualMappingCuration	0.95	
gmeow:frameKindManifold	skos:closeMatch	wd:Q203920	manifold	semapv:ManualMappingCuration	0.95	
gmeow:frameKindPhaseSpace	skos:closeMatch	wd:Q185821	phase space	semapv:ManualMappingCuration	0.95	
gmeow:frameRealmMathematical	skos:closeMatch	wd:Q395	mathematics	semapv:ManualMappingCuration	0.9	
gmeow:frameRealmRobotic	skos:closeMatch	wd:Q170978	robotics	semapv:ManualMappingCuration	0.9	
gmeow:geohash	skos:closeMatch	wdt:P2506	geohash	semapv:ManualMappingCuration	0.9	Wikidata P2506 is the geohash property; GMEOW geohash is the datatype property on a Geocode instance.
gmeow:geometryResult	skos:relatedMatch	geo:hasGeometry		semapv:ManualMappingCuration	0.6	geometryResult points to a Geometry entity; geo:hasGeometry links a feature to its geometry. Related match because the subject roles differ (observation vs. feature).
gmeow:geometryTypeLineString	skos:closeMatch	sf:LineString		semapv:ManualMappingCuration	0.95	
gmeow:geometryTypeMultiLineString	skos:closeMatch	sf:MultiLineString		semapv:ManualMappingCuration	0.95	
gmeow:geometryTypeMultiPoint	skos:closeMatch	sf:MultiPoint		semapv:ManualMappingCuration	0.95	
gmeow:geometryTypeMultiPolygon	skos:closeMatch	sf:MultiPolygon		semapv:ManualMappingCuration	0.95	
gmeow:geometryTypePoint	skos:closeMatch	sf:Point		semapv:ManualMappingCuration	0.95	
gmeow:geometryTypePolygon	skos:closeMatch	sf:Polygon		semapv:ManualMappingCuration	0.95	
gmeow:hasCadastralReference	skos:relatedMatch	cp:referencePoint		semapv:ManualMappingCuration	0.6	Weak match: GMEOW hasCadastralReference links a Place to its cadastral identifier; INSPIRE referencePoint is a geometric point within the cadastral object. Different semantics.
gmeow:hasCapacity	skos:closeMatch	schema:maximumAttendeeCapacity		semapv:ManualMappingCuration	0.7	schema.org maximumAttendeeCapacity is a flat integer property on Place/Event; GMEOW hasCapacity links to a reified Capacity Measurement. Directional lossy projection.
gmeow:hasCoordinateObservation	skos:relatedMatch	geo:hasGeometry		semapv:ManualMappingCuration	0.6	gmeow:hasCoordinateObservation links a place to its coordinate observation relator; geo:hasGeometry links a feature to its geometry. Directional lossy projection.
gmeow:hasCoordinates	skos:closeMatch	schema:geo		semapv:ManualMappingCuration	0.8	
gmeow:hasGeometry	skos:closeMatch	geo:hasGeometry		semapv:ManualMappingCuration	0.9	
gmeow:hasGeometry	skos:closeMatch	mrg:hasGeometry	hasGeometry	semapv:ManualMappingCuration	0.85	Marine Regions hasGeometry links a place to its geometry; aligned to GMEOW hasGeometry.
gmeow:hasPlaceName	skos:closeMatch	pleiades:Name		semapv:ManualMappingCuration	0.8	
gmeow:hasPose	skos:closeMatch	pos:pose		semapv:ManualMappingCuration	0.85	
gmeow:hasPoseOrientation	skos:closeMatch	pos:poseOrientation		semapv:ManualMappingCuration	0.85	
gmeow:hasPosePosition	skos:closeMatch	pos:posePosition		semapv:ManualMappingCuration	0.85	
gmeow:heading	skos:closeMatch	wd:Q41154	heading	semapv:ManualMappingCuration	0.8	
gmeow:inReferenceAssembly	skos:closeMatch	faldo:reference	reference	semapv:ManualMappingCuration	0.8	FALDO reference links a Position to its sequence; GMEOW inReferenceAssembly links SequenceCoordinates to a ReferenceFrame (the assembly).
gmeow:latitude	skos:closeMatch	wgs84:lat		semapv:ManualMappingCuration	0.9	
gmeow:locatedAt	skos:closeMatch	schema:location		semapv:ManualMappingCuration	0.7	
gmeow:longitude	skos:closeMatch	wgs84:long		semapv:ManualMappingCuration	0.9	
gmeow:networkAddressTypeBGP	skos:closeMatch	wd:Q11155	Border Gateway Protocol	semapv:ManualMappingCuration	0.75	Wikidata Q11155 is the BGP protocol; GMEOW networkAddressTypeBGP refers to the autonomous-system number used in BGP routing. Directional lossy projection.
gmeow:networkAddressTypeDNS	skos:closeMatch	wd:Q32635	domain name	semapv:ManualMappingCuration	0.9	
gmeow:networkAddressTypeIPv4	skos:closeMatch	wd:Q11103	IPv4	semapv:ManualMappingCuration	0.9	
gmeow:networkAddressTypeIPv6	skos:closeMatch	wd:Q2551624	IPv6	semapv:ManualMappingCuration	0.9	
gmeow:networkAddressTypeMAC	skos:closeMatch	wd:Q20484	MAC address	semapv:ManualMappingCuration	0.9	
gmeow:networkAddressTypePort	skos:closeMatch	wd:Q8187	port	semapv:ManualMappingCuration	0.9	Wikidata Q8187 is the general port (computer networking) concept; GMEOW networkAddressTypePort refers to a transport-layer port number.
gmeow:networkAddressTypeURL	skos:closeMatch	wd:Q42253	URL	semapv:ManualMappingCuration	0.9	
gmeow:overlayAuthority	skos:closeMatch	schema:organizer		semapv:ManualMappingCuration	0.5	schema.org organizer is a loose match for the authority that imposed a regulatory overlay; GMEOW overlayAuthority is specifically the governing body (state, international organization, indigenous council) that decreed the regulation. Directional lossy projection.
gmeow:overlayRegulation	skos:closeMatch	schema:legislation		semapv:ManualMappingCuration	0.6	schema.org legislation is a CreativeWork subclass for laws; GMEOW overlayRegulation links to a machine-readable RightsStatement (deontic rules). Directional lossy projection.
gmeow:overlayTypeAirway	skos:closeMatch	wd:Q1419606	airway	semapv:ManualMappingCuration	0.85	ICAO airway; AIXM route/airspace type aligned via Wikidata hub.
gmeow:overlayTypeCivilTimeZone	skos:closeMatch	time:TimeZone		semapv:ManualMappingCuration	0.8	OWL-Time TimeZone is a temporal reference position; GMEOW overlayTypeCivilTimeZone adds the regulatory authority and time-scoped interval, treating the timezone as a government-decreed spatial overlay.
gmeow:overlayTypeCivilTimeZone	skos:closeMatch	wd:Q12868	time zone	semapv:ManualMappingCuration	0.9	
