# mapping_set_id: https://blackcatinformatics.ca/gmeow/mappings/creative-works
# mapping_set_version: 0.1.0
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_tool: gmeow-dev sync --mode update --outputs generated (mappings)
# mapping_tool_version: 0.1.0
# mapping_date: 2026-06-03
# comment: "WEMI spine alignments to FRBRcore, FaBiO, LRMoo, CIDOC-CRM, BIBFRAME, schema.org, and Wikidata. GMEOW rebuilds the distinction natively and bridges by reference (Principle 5)."
# curie_map:
#   bibframe: http://id.loc.gov/ontologies/bibframe/
#   credit: https://credit.niso.org/contributor-roles/
#   crm: http://www.cidoc-crm.org/cidoc-crm/
#   fabio: http://purl.org/spar/fabio/
#   foaf: http://xmlns.com/foaf/0.1/
#   frbr: http://purl.org/vocab/frbr/core#
#   gmeow: https://blackcatinformatics.ca/gmeow/
#   lrmoo: http://iflastandards.info/ns/lrm/lrmoo/
#   owl: http://www.w3.org/2002/07/owl#
#   pav: http://purl.org/pav/
#   schema: https://schema.org/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   wd: http://www.wikidata.org/entity/
subject_id	predicate_id	object_id	mapping_justification	confidence	comment
gmeow:Item	skos:closeMatch	fabio:Item	semapv:ManualMappingCuration	0.95	FaBiO Item is scholarly-scoped.
gmeow:Manifestation	owl:equivalentClass	frbr:Manifestation	semapv:ManualMappingCuration	1.0	FRBR Manifestation — edition/format/release.
gmeow:Manifestation	owl:equivalentClass	lrmoo:F3_Manifestation	semapv:ManualMappingCuration	0.95	LRMoo F3 Manifestation.
gmeow:Manifestation	skos:broadMatch	wd:Q3331189	semapv:ManualMappingCuration	0.8	Wikidata 'version, edition or translation' (Q3331189) — lossy: muddles edition (Manifestation) and translation (Expression).
gmeow:Manifestation	skos:closeMatch	bibframe:Instance	semapv:ManualMappingCuration	0.9	BIBFRAME Instance ≈ FRBR Manifestation.
gmeow:Manifestation	skos:closeMatch	fabio:Manifestation	semapv:ManualMappingCuration	0.95	FaBiO Manifestation is scholarly-scoped.
gmeow:MediaObject	skos:exactMatch	schema:MediaObject	semapv:ManualMappingCuration	0.9	direct 1:1 correspondence; schema:ImageObject/AudioObject map in as narrower subclasses
gmeow:WebPage	owl:equivalentClass	schema:WebPage	semapv:ManualMappingCuration	1.0	Direct correspondence.
gmeow:Work	owl:equivalentClass	frbr:Work	semapv:ManualMappingCuration	1.0	FRBR Work — abstract intellectual creation.
gmeow:Work	owl:equivalentClass	lrmoo:F1_Work	semapv:ManualMappingCuration	0.95	LRMoo F1 Work — aligned by reference, not axiom import.
gmeow:Work	skos:closeMatch	bibframe:Work	semapv:ManualMappingCuration	0.8	Lossy: BIBFRAME conflates Work+Expression by design.
gmeow:Work	skos:closeMatch	fabio:Work	semapv:ManualMappingCuration	0.95	FaBiO Work is scholarly-publication-scoped; GMEOW Work is universal.
gmeow:Work	skos:closeMatch	schema:CreativeWork	semapv:ManualMappingCuration	0.75	Lossy: schema.org has no Work/Expression distinction.
gmeow:Work	skos:closeMatch	wd:Q386724	semapv:ManualMappingCuration	0.95	Wikidata 'work' (Q386724).
gmeow:contributor	skos:closeMatch	pav:contributedBy	semapv:ManualMappingCuration	0.9	PAV contributedBy is a flat property; GMEOW contributor is the relator player.
gmeow:datePublished	skos:closeMatch	pav:authoredOn	semapv:ManualMappingCuration	0.85	PAV authoredOn is content-authorship date; GMEOW datePublished is the manifestation release date.
gmeow:derivationTypeArrangement	skos:exactMatch	wd:Q379755	semapv:ManualMappingCuration	0.95	Wikidata 'arrangement' (Q379755).
gmeow:derivationTypeCover	skos:exactMatch	wd:Q155171	semapv:ManualMappingCuration	0.95	Wikidata 'cover version' (Q155171).
gmeow:derivationTypeRemix	skos:exactMatch	wd:Q214272	semapv:ManualMappingCuration	0.95	Wikidata 'remix' (Q214272).
gmeow:embodies	owl:equivalentProperty	frbr:embodiment	semapv:ManualMappingCuration	1.0	Manifestation embodies Expression.
gmeow:eventTypeExpressionCreation	skos:closeMatch	lrmoo:F28_Expression_Creation	semapv:ManualMappingCuration	0.9	LRMoo F28 Expression Creation ≈ GMEOW event type value.
gmeow:eventTypeWorkConception	skos:broadMatch	crm:E65_Creation	semapv:ManualMappingCuration	0.85	CIDOC E65 Creation is broader than work conception.
gmeow:eventTypeWorkConception	skos:closeMatch	lrmoo:F27_Work_Conception	semapv:ManualMappingCuration	0.9	LRMoo F27 Work Conception ≈ GMEOW event type value.
gmeow:exemplifies	owl:equivalentProperty	frbr:exemplar	semapv:ManualMappingCuration	1.0	Item exemplifies Manifestation.
gmeow:hasAuthor	skos:closeMatch	foaf:made	semapv:ManualMappingCuration	0.8	linkage row declaring the foaf projection's made inverse (work-to-agent vs agent-to-work — close, deliberately not strong; the projection emits the inverse template, PROV activity alignment phase 3)
gmeow:realizes	owl:equivalentProperty	frbr:realization	semapv:ManualMappingCuration	1.0	Expression realizes Work.
gmeow:roleConceptualization	skos:exactMatch	credit:conceptualization	semapv:ManualMappingCuration	1.0	CRediT conceptualization role.
gmeow:roleDataCuration	skos:exactMatch	credit:data-curation	semapv:ManualMappingCuration	1.0	CRediT data curation role.
gmeow:roleFormalAnalysis	skos:exactMatch	credit:formal-analysis	semapv:ManualMappingCuration	1.0	CRediT formal analysis role.
gmeow:roleFundingAcquisition	skos:exactMatch	credit:funding-acquisition	semapv:ManualMappingCuration	1.0	CRediT funding acquisition role.
gmeow:roleInvestigation	skos:exactMatch	credit:investigation	semapv:ManualMappingCuration	1.0	CRediT investigation role.
gmeow:roleMethodology	skos:exactMatch	credit:methodology	semapv:ManualMappingCuration	1.0	CRediT methodology role.
gmeow:roleProjectAdministration	skos:exactMatch	credit:project-administration	semapv:ManualMappingCuration	1.0	CRediT project administration role.
gmeow:roleResources	skos:exactMatch	credit:resources	semapv:ManualMappingCuration	1.0	CRediT resources role.
gmeow:roleSoftware	skos:exactMatch	credit:software	semapv:ManualMappingCuration	1.0	CRediT software role.
gmeow:roleSupervision	skos:exactMatch	credit:supervision	semapv:ManualMappingCuration	1.0	CRediT supervision role.
gmeow:roleValidation	skos:exactMatch	credit:validation	semapv:ManualMappingCuration	1.0	CRediT validation role.
gmeow:roleVisualization	skos:exactMatch	credit:visualization	semapv:ManualMappingCuration	1.0	CRediT visualization role.
gmeow:roleWritingOriginalDraft	skos:exactMatch	credit:writing-original-draft	semapv:ManualMappingCuration	1.0	CRediT writing – original draft role.
gmeow:roleWritingReviewEditing	skos:exactMatch	credit:writing-review-editing	semapv:ManualMappingCuration	1.0	CRediT writing – review & editing role.
gmeow:workTypeAudiovisual	skos:broadMatch	wd:Q478798	semapv:ManualMappingCuration	0.85	Wikidata 'image' (Q478798) — broader than audiovisual.
gmeow:workTypeFilm	skos:exactMatch	wd:Q11424	semapv:ManualMappingCuration	0.95	Wikidata 'film' (Q11424).
gmeow:workTypeLiterary	skos:exactMatch	wd:Q7725634	semapv:ManualMappingCuration	0.9	Wikidata 'literary work' (Q7725634).
gmeow:workTypeMusical	skos:exactMatch	wd:Q2188189	semapv:ManualMappingCuration	0.9	Wikidata 'musical work' (Q2188189).
gmeow:workTypeNarrative	skos:exactMatch	wd:Q1318295	semapv:ManualMappingCuration	0.9	Wikidata 'narrative' (Q1318295).
gmeow:workTypePhotographic	skos:exactMatch	wd:Q125191	semapv:ManualMappingCuration	0.9	Wikidata 'photograph' (Q125191).
gmeow:workTypeVisual	skos:exactMatch	wd:Q4502142	semapv:ManualMappingCuration	0.9	Wikidata 'visual artwork' (Q4502142).
gmeow:workTypeWritten	skos:exactMatch	wd:Q47461344	semapv:ManualMappingCuration	0.9	Wikidata 'written work' (Q47461344).
