# mapping_set_id: https://blackcatinformatics.ca/gmeow/mappings/music
# mapping_set_version: 0.1.0
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_tool: gmeow-dev sync --mode update --outputs generated (mappings)
# mapping_tool_version: 0.1.0
# mapping_date: 2026-06-03
# comment: "Music extension alignments to external music ontologies, symbolic encoding standards, and Wikidata. All bridges are by reference (Principle 5)."
# curie_map:
#   afo: https://w3id.org/afo/onto/1.1#
#   chord: http://purl.org/ontology/chord/
#   discogs: https://www.discogs.com/
#   gmeow: https://blackcatinformatics.ca/gmeow/
#   mbz: https://musicbrainz.org/
#   mimo: http://www.mimo-db.eu/InstrumentsKeywords/
#   mo: http://purl.org/ontology/mo/
#   prov: http://www.w3.org/ns/prov#
#   schema: https://schema.org/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   wd: http://www.wikidata.org/entity/
subject_id	predicate_id	object_id	mapping_justification	confidence	comment
gmeow:PitchSpellingSystem	skos:closeMatch	wd:Q233861	semapv:ManualMappingCuration	0.9	Wikidata 'musical notation' (Q233861) — broader than the GMEOW pitch-spelling view.
gmeow:PitchValue	skos:closeMatch	wd:Q1760309	semapv:ManualMappingCuration	0.85	Wikidata 'pitch class' (Q1760309) — a pitch value under octave equivalence.
gmeow:Recording	skos:relatedMatch	wd:P436	semapv:ManualMappingCuration	0.8	MusicBrainz recording MBID is referenced via Wikidata P436; no schema absorption.
gmeow:TempoMap	skos:closeMatch	wd:Q189214	semapv:ManualMappingCuration	0.85	Wikidata 'tempo' (Q189214) — the broad concept; GMEOW models tempo as a piecewise frame mapping.
gmeow:TimbreDescriptor	skos:closeMatch	afo:AudioFeature	semapv:ManualMappingCuration	0.8	A categorical timbre descriptor is a coarse, human-interpretable audio feature in the AFO sense.
gmeow:TuningSystem	skos:closeMatch	wd:Q723441	semapv:ManualMappingCuration	0.9	Wikidata 'musical tuning' (Q723441) — broader than the GMEOW reference-frame view.
gmeow:determinationDelegatedPerformer	skos:closeMatch	wd:Q1049625	semapv:ManualMappingCuration	0.8	Wikidata 'musical improvisation' (Q1049625) — improvisation is one form of performer-delegated determination.
gmeow:eventTypeConcert	skos:closeMatch	wd:Q182832	semapv:ManualMappingCuration	0.95	Wikidata 'concert' (Q182832).
gmeow:hsNumber	skos:closeMatch	wd:P1762	semapv:ManualMappingCuration	0.85	Wikidata 'Hornbostel-Sachs classification' (P1762) — the property that carries Hornbostel-Sachs classification identifiers, matching the values stored in gmeow:hsNumber literals.
gmeow:instrumentTypeDrumKit	skos:closeMatch	mimo:2493	semapv:ManualMappingCuration	0.85	MIMO 'Drums' (2493) — broader than the drum kit sense.
gmeow:instrumentTypeElectricGuitar	skos:exactMatch	mimo:3236	semapv:ManualMappingCuration	0.95	MIMO 'Electric guitar' (3236).
gmeow:instrumentTypeGamelan	skos:closeMatch	wd:Q194492	semapv:ManualMappingCuration	0.8	Wikidata 'gamelan' (Q194492) — the music/ensemble sense; closest available for the instrument-type seed.
gmeow:instrumentTypeGamelan	skos:exactMatch	mimo:2805	semapv:ManualMappingCuration	0.9	MIMO 'Gamelan' (2805).
gmeow:instrumentTypeModularSynth	skos:closeMatch	mimo:2321	semapv:ManualMappingCuration	0.85	MIMO 'Synthesizer' (2321) — broader than modular synthesizer.
gmeow:instrumentTypePiano	skos:exactMatch	mimo:2299	semapv:ManualMappingCuration	0.95	MIMO 'Piano' (2299).
gmeow:instrumentTypeSitar	skos:exactMatch	mimo:3456	semapv:ManualMappingCuration	0.95	MIMO 'Sitar' (3456).
gmeow:instrumentTypeTabla	skos:exactMatch	mimo:2899	semapv:ManualMappingCuration	0.95	MIMO 'Tabla' (2899).
gmeow:notationABC	skos:exactMatch	wd:Q287895	semapv:ManualMappingCuration	0.95	Wikidata 'ABC notation' (Q287895).
gmeow:notationCMNStaff	skos:closeMatch	wd:Q233861	semapv:ManualMappingCuration	0.85	Wikidata 'musical notation' (Q233861) — broader than CMN staff specifically.
gmeow:notationLilyPond	skos:exactMatch	wd:Q507471	semapv:ManualMappingCuration	0.95	Wikidata 'LilyPond' (Q507471).
gmeow:notationMEI	skos:exactMatch	wd:Q6808199	semapv:ManualMappingCuration	0.95	Wikidata 'Music Encoding Initiative' (Q6808199).
gmeow:notationMIDI	skos:exactMatch	wd:Q80284	semapv:ManualMappingCuration	0.95	Wikidata 'MIDI' (Q80284).
gmeow:notationMusicXML	skos:exactMatch	wd:Q284221	semapv:ManualMappingCuration	0.95	Wikidata 'MusicXML' (Q284221).
gmeow:notationTablature	skos:closeMatch	wd:Q207338	semapv:ManualMappingCuration	0.85	Wikidata 'tablature' (Q207338) — broader than any single instrument tablature.
gmeow:performanceOf	skos:closeMatch	mo:performance_of	semapv:ManualMappingCuration	0.75	Music Ontology mo:performance_of relates a performance event to the musical work performed.
gmeow:performanceOf	skos:closeMatch	wd:P2550	semapv:ManualMappingCuration	0.85	Wikidata 'recording or performance of' (P2550) — the closest available property for performance→work linkage.
gmeow:pitchCollectionKindMaqam	skos:closeMatch	wd:Q12826678	semapv:ManualMappingCuration	0.85	Wikidata 'Arabic maqam' (Q12826678) is narrower than the GMEOW maqam kind, which spans Arabic and Turkish traditions.
gmeow:pitchCollectionKindMode	skos:exactMatch	wd:Q731978	semapv:ManualMappingCuration	0.95	Wikidata 'mode (music)' (Q731978).
gmeow:pitchCollectionKindRaga	skos:exactMatch	wd:Q216926	semapv:ManualMappingCuration	0.95	Wikidata 'raga' (Q216926).
gmeow:playingTechniquePreparedPiano	skos:closeMatch	wd:Q754186	semapv:ManualMappingCuration	0.9	Wikidata 'prepared piano' (Q754186) — a playing technique and an instrument configuration.
gmeow:polymeterPattern	skos:closeMatch	wd:Q2102956	semapv:ManualMappingCuration	0.8	Wikidata 'polymeter' (Q2102956) — in GMEOW polymeter is modelled as the concurrent MeterAssignment pattern, not as a class.
gmeow:roleEnsembleMember	skos:relatedMatch	wd:Q2088357	semapv:ManualMappingCuration	0.75	Wikidata 'musical ensemble' (Q2088357) — the entity an ensemble member participates in.
gmeow:rolePerformer	skos:closeMatch	schema:performer	semapv:ManualMappingCuration	0.85	schema.org performer — already bridged from the events slice; repeated here for the music alignment set.
gmeow:timeMappingKindTuplet	skos:closeMatch	wd:Q2092296	semapv:ManualMappingCuration	0.85	Wikidata 'tuplet' (Q2092296) — a tuplet is one kind of rational TimeMapping.
gmeow:tuningSystem12EDO	skos:exactMatch	wd:Q752518	semapv:ManualMappingCuration	0.98	Wikidata '12 equal temperament' (Q752518).
gmeow:tuningSystemBohlenPierce	skos:exactMatch	wd:Q11901664	semapv:ManualMappingCuration	0.95	Wikidata 'Bohlen–Pierce scale' (Q11901664).
gmeow:tuningSystemPelog	skos:exactMatch	wd:Q1094781	semapv:ManualMappingCuration	0.9	Wikidata 'pelog' (Q1094781).
gmeow:tuningSystemPythagorean	skos:exactMatch	wd:Q1045756	semapv:ManualMappingCuration	0.95	Wikidata 'Pythagorean tuning' (Q1045756).
gmeow:tuningSystemSlendro	skos:exactMatch	wd:Q431434	semapv:ManualMappingCuration	0.9	Wikidata 'slendro' (Q431434).
